EmployeeNumber;StandardHours;Typeofcontract;Age;Gender;MaritalStatus;Education;EducationField;BusinessTravel;DistanceFromHome;Department;JobLevel;JobRole;Salaryineuros;PensionPlan;OverTime;PerformanceRating;PercentageSalaryincrease;TalentStatus;Sicknessdays;NumCompaniesWorked;TotalWorkingYears;TrainingTimes;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager;YearsInCurrentRoleCat;RecruitmentCosts;EnvironmentSatisfaction;ManagerSatisfaction;JobInvolvement;JobSatisfaction;JobSatisfactionCont;Flightrisklikelihoodin2021;Leftthecompanyin2022;OverTimeVal;PensionPlanVal;TalentStatusVal;JobRoleVal;BusinessTravelVal;EducationFieldVal;MaritalStatusVal;GenderVal;TypeOfContractVal;DepartmentValt;EducationVal
EMPLID4231994;40;Permanent;33;Male;Divorced;Associate's degree;Business Administration;Non-Travel;1;Local Branch;1;Call center agent;24096;Yes;No;3;12;Key Talent;5;1;11;2;2;11;10;0;0; ;241;2;3;2;4;79;44;0;0;1;2;2;2;5;2;2;1;3;3
EMPLID4231995;40;Permanent;38;Male;Married;MsC;Finance & Economics;Travel_Rarely;1;Local Branch;2;Branch Representative;53280;Yes;No;2;15;Rising Star;6;0;16;3;3;15;1;5;8; ;2664;4;1;3;3;64;3;0;0;1;4;1;1;1;1;2;1;3;1
EMPLID4231996;40;Permanent;31;Male;Married;Associate's degree;Finance & Economics;Travel_Rarely;2;Head office;1;Office Support function;36804;Yes;No;3;19;Contributor B;6;0;10;1;3;9;8;1;2; ;1104;1;3;3;3;52;27;0;0;1;3;6;1;1;1;2;1;2;3
EMPLID4231997;40;Permanent;38;Male;Married;MsC;Finance & Economics;Travel_Frequently;6;Head office;2;Marketeer;63852;Yes;No;3;11;Contributor B;5;2;10;1;3;8;7;7;7; ;3831;1;4;2;4;77;15;0;0;1;3;3;3;1;1;2;1;2;1
EMPLID4231998;40;Permanent;42;Male;Divorced;MsC;Finance & Economics;Travel_Rarely;18;Local Branch;2;Financial Advisor;64920;Yes;Yes;2;17;Contributor B;5;6;9;3;2;4;1;1;2; ;3246;4;3;3;4;81;1;0;1;1;3;5;1;1;2;2;1;3;1
EMPLID4231999;40;Permanent;41;Male;Married;BsC;Finance & Economics;Travel_Rarely;1;Local Branch;1;Financial Advisor;33384;Yes;No;4;22;Contributor B;1;3;19;3;3;12;11;1;0; ;334;4;1;3;4;97;34;0;0;1;3;5;1;1;1;2;1;3;2
EMPLID4232000;40;Permanent;47;Female;Married;High school diploma;Business Administration;Non-Travel;1;Management;3;Branch Manager;143484;Yes;No;3;18;Rising Star;6;0;14;3;1;13;11;5;12; ;12914;3;1;3;3;69;5;0;0;1;4;7;2;5;1;1;1;1;4
EMPLID4232003;40;Permanent;35;Male;Married;MsC;Business Administration;Travel_Rarely;11;Local Branch;1;Call center agent;31920;Yes;Yes;2;11;Contributor B;4;7;11;3;3;8;7;2;2; ;0;4;3;3;4;90;26;0;1;1;3;2;1;5;1;2;1;3;1
EMPLID4232007;40;Permanent;22;Male;Single;Associate's degree;Finance & Economics;Travel_Rarely;1;Local Branch;1;Financial Advisor;40500;Yes;No;2;12;Contributor A;5;0;9;2;4;8;7;1;2; ;0;4;4;3;3;60;21;0;0;1;1;5;1;1;3;2;1;3;3
EMPLID4232008;40;Permanent;35;Male;Single;MsC;Business Administration;Travel_Rarely;9;Local Branch;2;Financial Advisor;61176;Yes;No;3;19;Contributor A;6;1;10;5;3;10;5;0;8; ;3059;2;2;3;4;95;35;0;0;1;1;5;1;5;3;2;1;3;1
EMPLID4232009;40;Permanent;33;Female;Married;Associate's degree;IT & Operations;Travel_Rarely;15;Head office;2;IT developer;58536;Yes;Yes;3;13;Contributor B;7;0;10;6;3;9;6;8;1; ;2341;2;1;3;4;93;41;0;1;1;3;4;1;4;1;1;1;2;3
EMPLID4232010;40;Permanent;32;Female;Single;MsC;Finance & Economics;Travel_Rarely;29;Local Branch;1;Call center agent;34044;Yes;No;3;13;Contributor A;7;1;8;3;3;8;7;4;1; ;681;3;3;2;3;67;19;0;0;1;1;2;1;1;3;1;1;3;1
EMPLID4232012;40;Permanent;40;Male;Married;MsC;Finance & Economics;Travel_Rarely;1;Local Branch;1;Call center agent;28872;Yes;No;3;19;Rising Star;4;8;17;3;2;10;9;0;0; ;0;1;3;3;4;85;29;0;0;1;4;2;1;1;1;2;1;3;1
EMPLID4232013;40;Temporary;32;Male;Married;MsC;Business Administration;Travel_Rarely;1;Head office;1;Office Support function;27228;Yes;No;2;14;Contributor B;4;0;11;2;3;10;9;2;2; ;272;2;2;2;3;67;46;0;0;1;3;6;1;5;1;2;2;2;1
EMPLID4232014;40;Temporary;39;Male;Single;High school diploma;Finance & Economics;Travel_Rarely;24;Local Branch;2;Financial Advisor;49296;Yes;No;3;13;Contributor A;4;7;18;2;3;7;1;1;7; ;4437;1;1;3;4;89;40;0;0;1;1;5;1;1;3;2;2;3;4
EMPLID4232015;40;Temporary;38;Female;Married;BsC;Business Administration;Travel_Rarely;10;Management;3;Branch Manager;158472;Yes;No;1;12;Contributor B;6;3;20;3;3;18;11;1;11; ;14262;2;1;1;3;61;22;0;0;1;3;7;1;5;1;1;2;1;2
EMPLID4232016;40;Temporary;32;Female;Married;MsC;Marketing & Sales;Travel_Rarely;1;Local Branch;3;Branch Representative;125064;Yes;No;3;19;Rising Star;9;1;14;3;3;14;7;5;7; ;15008;3;3;3;4;92;5;0;0;1;4;1;1;3;1;1;2;3;1
EMPLID4232017;40;Permanent;37;Female;Married;BsC;Finance & Economics;Travel_Rarely;10;Management;3;Branch Manager;164928;Yes;Yes;4;25;Contributor B;7;1;16;2;3;16;4;6;8; ;14844;3;1;4;4;86;48;0;1;1;3;7;1;1;1;1;1;1;2
EMPLID4232018;40;Temporary;25;Female;Divorced;Associate's degree;Other;Travel_Rarely;8;Local Branch;2;Branch Representative;58884;Yes;Yes;4;22;Contributor B;7;0;6;3;2;5;2;0;4; ;2944;1;2;3;4;100;50;0;1;1;3;1;1;2;2;1;2;3;3
EMPLID4232019;40;Permanent;52;Male;Divorced;MsC;Finance & Economics;Non-Travel;29;Head office;1;Office Support function;41784;Yes;No;2;15;Rising Star;7;2;16;3;2;9;5;0;0; ;836;1;2;3;4;100;1;0;0;1;4;6;2;1;2;2;1;2;1
EMPLID4232020;40;Permanent;44;Male;Single;BsC;Business Administration;Travel_Rarely;1;Local Branch;1;Financial Advisor;29232;Yes;Yes;2;12;Contributor A;5;6;13;2;3;11;10;1;2; ;585;2;3;3;3;74;21;0;1;1;1;5;1;5;3;2;1;3;2
EMPLID4232021;40;Temporary;21;Male;Single;High school diploma;Business Administration;Travel_Rarely;5;Head office;1;Office Support function;28560;Yes;Yes;1;11;Contributor A;0;1;6;6;3;6;5;1;2; ;571;3;4;3;2;31;23;0;1;1;1;6;1;5;3;2;2;2;4
EMPLID4232022;40;Permanent;39;Male;Single;BsC;Finance & Economics;Non-Travel;9;Management;5;Team Manager;233172;Yes;No;2;13;Contributor A;4;2;24;3;2;9;8;1;3; ;34976;4;3;3;3;66;20;0;0;1;1;8;2;1;3;2;1;1;2
EMPLID4232023;40;Temporary;23;Male;Married;BsC;Marketing & Sales;Travel_Frequently;9;Head office;1;Office Support function;21480;Yes;No;3;19;Contributor B;8;1;5;3;2;5;4;1;0; ;215;4;1;3;2;44;92;1;0;1;3;6;3;3;1;2;2;2;2
EMPLID4232024;40;Permanent;36;Female;Married;BsC;Business Administration;Travel_Rarely;3;Local Branch;3;Branch Representative;91728;Yes;No;3;19;Rising Star;8;0;10;2;3;9;1;3;4; ;7338;1;3;2;2;50;14;0;0;1;4;1;1;5;1;1;1;3;2
EMPLID4232025;40;Permanent;36;Female;Divorced;Associate's degree;Finance & Economics;Travel_Frequently;4;Head office;2;Marketeer;61572;Yes;No;1;13;Key Talent;2;7;18;3;3;4;4;0;2; ;3694;4;2;3;4;96;42;0;0;1;2;3;3;1;2;1;1;2;3
EMPLID4232026;40;Temporary;56;Male;Divorced;MsC;Finance & Economics;Non-Travel;1;Head office;2;IT developer;75672;Yes;No;4;21;Contributor B;4;1;13;2;2;13;8;1;9; ;5297;3;1;3;2;25;49;0;0;1;3;4;2;1;2;2;2;2;1
EMPLID4232027;40;Permanent;29;Male;Married;MsC;Business Administration;Travel_Rarely;1;Local Branch;1;Financial Advisor;57444;Yes;Yes;3;14;Key Talent;7;9;20;3;4;18;17;2;2; ;2298;1;2;3;1;7;91;1;1;1;2;5;1;5;1;2;1;3;1
EMPLID4232031;40;Temporary;42;Male;Married;BsC;Finance & Economics;Travel_Rarely;2;Management;5;Team Manager;226560;Yes;No;1;11;Contributor A;5;5;24;2;2;22;13;4;14; ;36250;1;1;3;3;56;0;0;0;1;1;8;1;1;1;2;2;1;2
EMPLID4232032;40;Permanent;56;Male;Married;Associate's degree;IT & Operations;Travel_Rarely;7;Local Branch;1;Call center agent;28068;Yes;No;3;11;Contributor B;7;8;17;4;1;13;12;9;8; ;281;4;4;3;2;39;57;1;0;1;3;2;1;4;1;2;1;3;3
EMPLID4232034;40;Permanent;41;Female;Married;MsC;Finance & Economics;Travel_Rarely;28;Head office;4;Marketeer;162840;Yes;No;4;23;Contributor B;11;0;21;3;3;20;15;0;10; ;24426;1;3;2;4;93;7;0;0;1;3;3;1;1;1;1;1;2;1
EMPLID4232035;40;Temporary;34;Female;Married;BsC;Marketing & Sales;Travel_Rarely;28;Local Branch;2;Branch Representative;80544;Yes;No;4;21;Rising Star;3;1;8;2;3;8;5;1;7; ;3222;4;4;2;4;82;15;0;0;1;4;1;1;3;1;1;2;3;2
EMPLID4232036;40;Permanent;36;Male;Divorced;MsC;Marketing & Sales;Non-Travel;15;Local Branch;2;Branch Representative;64872;Yes;No;4;24;Contributor B;5;1;15;4;2;15;10;11;11; ;5190;4;1;1;3;60;50;0;0;1;3;1;2;3;2;2;1;3;1
EMPLID4232037;40;Permanent;41;Male;Divorced;BsC;Finance & Economics;Travel_Rarely;3;Local Branch;2;Branch Representative;107256;Yes;No;2;11;Contributor B;7;2;14;5;3;5;1;0;4; ;9653;3;3;2;4;95;34;0;0;1;3;1;1;1;2;2;1;3;2
EMPLID4232038;40;Permanent;32;Male;Single;BsC;IT & Operations;Travel_Rarely;2;Local Branch;1;Financial Advisor;29268;Yes;No;1;14;Contributor A;5;1;9;4;3;9;8;1;2; ;293;4;4;3;3;71;13;0;0;1;1;5;1;4;3;2;1;3;2
EMPLID4232040;40;Permanent;35;Female;Single;MsC;Finance & Economics;Travel_Rarely;26;Head office;3;Human Resources;106044;Yes;Yes;3;16;Contributor A;7;1;9;2;3;9;5;1;7; ;10604;3;3;3;3;55;30;0;1;1;1;9;1;1;3;1;1;2;1
EMPLID4232041;40;Permanent;38;Female;Married;Associate's degree;Finance & Economics;Travel_Rarely;10;Local Branch;2;Branch Representative;64116;Yes;No;2;11;Contributor B;7;1;10;1;3;10;3;1;9; ;3206;1;3;3;3;64;31;0;0;1;3;1;1;1;1;1;1;3;3
EMPLID4232044;40;Permanent;50;Male;Divorced;MsC;Finance & Economics;Travel_Frequently;1;Local Branch;2;Branch Representative;80736;Yes;No;3;12;Rising Star;2;7;24;3;3;18;17;0;1; ;4844;2;4;3;2;27;87;1;0;1;4;1;3;1;2;2;1;3;1
EMPLID4232045;40;Permanent;36;Female;Married;MsC;Marketing & Sales;Travel_Rarely;11;Local Branch;2;Branch Representative;79824;Yes;No;3;13;Contributor B;6;4;8;2;2;6;6;0;0; ;7184;2;1;2;4;96;23;0;0;1;3;1;1;3;1;1;1;3;1
EMPLID4232046;40;Temporary;45;Female;Single;BsC;Finance & Economics;Travel_Rarely;20;Local Branch;2;Branch Representative;58200;Yes;No;3;15;Contributor A;5;8;11;3;3;8;7;0;1; ;2328;4;3;3;4;94;10;0;0;1;1;1;1;1;3;1;2;3;2
EMPLID4232048;40;Permanent;40;Male;Single;MsC;Finance & Economics;Travel_Rarely;2;Local Branch;1;Financial Advisor;33708;Yes;No;1;14;Contributor A;7;2;21;2;3;15;14;2;2; ;337;3;4;2;3;70;12;0;0;1;1;5;1;1;3;2;1;3;1
EMPLID4232049;40;Permanent;35;Male;Married;MsC;IT & Operations;Travel_Frequently;18;Head office;2;IT developer;68268;Yes;Yes;2;14;Rising Star;8;1;10;2;4;10;7;0;2; ;3413;3;4;3;3;56;37;0;1;1;4;4;3;4;1;2;1;2;1
EMPLID4232051;40;Permanent;40;Female;Married;MsC;Business Administration;Travel_Rarely;2;Local Branch;1;Financial Advisor;24012;Yes;No;2;14;Key Talent;6;2;20;2;3;5;1;0;2; ;0;3;2;3;3;59;4;0;0;1;2;5;1;5;1;1;1;3;1
EMPLID4232052;40;Permanent;35;Female;Married;MsC;Finance & Economics;Travel_Rarely;1;Local Branch;1;Financial Advisor;35724;Yes;No;1;12;Contributor B;7;1;9;5;3;9;8;1;1; ;0;3;4;1;4;99;35;0;0;1;3;5;1;1;1;1;1;3;1
EMPLID4232053;40;Permanent;29;Male;Married;Associate's degree;Other;Travel_Rarely;13;Local Branch;2;Call center agent;48300;Yes;Yes;2;13;Contributor B;9;4;10;2;3;4;3;0;3; ;2898;4;1;2;3;69;32;0;1;1;3;2;1;2;1;2;1;3;3
EMPLID4232054;40;Permanent;29;Female;Single;MsC;Business Administration;Travel_Rarely;28;Local Branch;1;Financial Advisor;45420;Yes;No;2;14;Contributor A;2;1;5;3;1;5;4;0;4; ;0;4;2;2;2;31;7;0;0;1;1;5;1;5;3;1;1;3;1
EMPLID4232055;40;Permanent;50;Male;Divorced;BsC;Marketing & Sales;Travel_Rarely;28;Local Branch;3;Branch Representative;130248;Yes;Yes;1;13;Contributor B;7;4;20;3;3;3;1;2;0; ;13025;4;2;2;1;24;99;1;1;1;3;1;1;3;2;2;1;3;2
EMPLID4232056;40;Temporary;39;Female;Married;High school diploma;Marketing & Sales;Travel_Rarely;24;Local Branch;4;Branch Representative;144372;Yes;No;3;11;Contributor B;6;0;21;2;2;20;8;9;6; ;20212;2;1;2;3;59;49;0;0;1;3;1;1;3;1;1;2;3;4
EMPLID4232057;40;Permanent;31;Male;Single;BsC;Business Administration;Non-Travel;5;Head office;2;Marketeer;119232;Yes;No;3;19;Contributor A;7;0;12;2;3;11;10;1;7; ;4769;2;2;3;3;55;30;0;0;1;1;3;2;5;3;2;1;2;2
EMPLID4232060;40;Permanent;26;Female;Single;BsC;Other;Travel_Rarely;5;Head office;1;Office Support function;35592;Yes;No;2;18;Contributor A;4;0;5;2;3;4;1;0;0; ;1424;4;4;2;3;72;48;0;0;1;1;6;1;2;3;1;1;2;2
EMPLID4232061;40;Permanent;36;Male;Married;Associate's degree;Business Administration;Travel_Frequently;23;Local Branch;2;Call center agent;30852;Yes;No;3;17;Contributor B;8;4;23;3;3;11;10;0;3; ;1543;3;3;4;3;68;40;0;0;1;3;2;3;5;1;2;1;3;3
EMPLID4232062;40;Permanent;39;Male;Married;High school diploma;IT & Operations;Travel_Rarely;6;Head office;3;IT developer;119892;Yes;No;3;15;Contributor B;3;4;11;5;3;9;8;1;7; ;9591;4;1;2;4;78;48;0;0;1;3;4;1;4;1;2;1;2;4
EMPLID4232064;40;Temporary;27;Male;Married;BsC;Finance & Economics;Travel_Rarely;4;Head office;2;Marketeer;73704;Yes;Yes;4;20;Contributor B;7;1;6;0;3;6;2;0;3; ;4422;2;2;4;4;91;30;0;1;1;3;3;1;1;1;2;2;2;2
EMPLID4232065;40;Permanent;49;Male;Married;BsC;Business Administration;Travel_Frequently;2;Local Branch;2;Branch Representative;64680;Yes;No;3;14;Contributor A;8;2;17;3;2;9;5;0;8; ;5821;4;4;2;3;58;11;0;0;1;1;1;3;5;1;2;1;3;2
EMPLID4232068;40;Permanent;34;Male;Married;BsC;Business Administration;Travel_Rarely;8;Local Branch;2;Call center agent;52848;Yes;No;3;12;Contributor A;11;2;9;3;4;7;6;1;2; ;3171;2;1;4;3;71;42;0;0;1;1;2;1;5;1;2;1;3;2
EMPLID5731671;40;Permanent;32;Male;Divorced;BsC;Business Administration;Travel_Rarely;2;Local Branch;2;Financial Advisor;65640;Yes;No;2;13;Rising Star;3;0;16;4;2;15;14;1;6; ;3282;4;3;3;4;81;46;0;0;1;4;5;1;5;2;2;1;3;2
EMPLID5731673;40;Permanent;31;Female;Married;MsC;Finance & Economics;Travel_Rarely;5;Local Branch;2;Branch Representative;65712;Yes;No;3;11;Rising Star;6;1;10;2;3;10;5;0;2; ;5257;1;1;3;3;67;29;0;0;1;4;1;1;1;1;1;1;3;1
EMPLID5731674;40;Permanent;49;Female;Divorced;BsC;Business Administration;Travel_Rarely;16;Local Branch;1;Call center agent;31044;Yes;Yes;1;16;Contributor B;10;4;23;2;2;8;7;2;2; ;621;4;2;3;3;60;30;0;1;1;3;2;1;5;2;1;1;3;2
EMPLID5731675;40;Permanent;38;Female;Single;BsC;Business Administration;Travel_Frequently;2;Local Branch;1;Call center agent;29280;Yes;No;4;22;Contributor A;8;1;7;3;3;7;6;3;3; ;878;4;2;2;3;70;33;0;0;1;1;2;3;5;3;1;1;3;2
EMPLID5731676;40;Permanent;47;Female;Divorced;MsC;Finance & Economics;Travel_Rarely;2;Management;4;Team Manager;191664;Yes;No;2;14;Key Talent;3;6;37;2;3;11;10;1;2; ;28750;2;3;4;3;64;33;0;0;1;2;8;1;1;2;1;1;1;1
EMPLID5731677;40;Permanent;49;Male;Single;BsC;Finance & Economics;Travel_Rarely;1;Management;4;Team Manager;184548;Yes;No;3;14;Contributor A;5;4;30;2;3;15;14;0;0; ;25837;3;1;3;2;31;27;0;0;1;1;8;1;1;3;2;1;1;2
EMPLID5731678;40;Permanent;41;Male;Single;Associate's degree;Finance & Economics;Travel_Rarely;23;Local Branch;3;Branch Representative;84984;Yes;Yes;2;16;Contributor A;7;3;30;2;3;11;10;0;2; ;10198;4;4;3;2;26;49;0;1;1;1;1;1;1;3;2;1;3;3
EMPLID5731680;40;Permanent;20;Male;Single;High school diploma;Finance & Economics;Travel_Rarely;9;Head office;1;Office Support function;32736;Yes;No;2;11;Contributor A;6;1;14;3;3;14;13;0;2; ;1309;4;1;3;4;78;41;0;0;1;1;6;1;1;3;2;1;2;4
EMPLID5731681;40;Permanent;33;Female;Divorced;BsC;Finance & Economics;Non-Travel;16;Local Branch;2;Branch Representative;64416;Yes;Yes;4;25;Contributor B;3;1;7;2;3;6;6;1;2; ;3221;3;3;3;3;60;37;0;1;1;3;1;2;1;2;1;1;3;2
EMPLID5731682;40;Permanent;36;Male;Married;MsC;Finance & Economics;Travel_Rarely;26;Head office;2;IT developer;64164;Yes;No;3;14;Rising Star;8;6;10;2;2;3;3;0;2; ;3208;1;2;3;1;6;16;0;0;1;4;4;1;1;1;2;1;2;1
EMPLID5731683;40;Permanent;44;Female;Divorced;BsC;Finance & Economics;Travel_Rarely;1;Head office;1;Human Resources;38340;Yes;Yes;3;18;Key Talent;7;4;16;2;3;10;9;2;2; ;1150;3;1;3;4;87;8;0;1;1;2;9;1;1;2;1;1;2;2
EMPLID5731684;40;Permanent;23;Male;Single;High school diploma;Business Administration;Travel_Rarely;8;Local Branch;1;Call center agent;47868;Yes;Yes;3;11;Contributor A;13;1;10;2;3;10;9;1;2; ;1915;4;1;2;1;23;87;1;1;1;1;2;1;5;3;2;1;3;4
EMPLID5731687;40;Permanent;38;Female;Married;Associate's degree;Business Administration;Travel_Rarely;4;Local Branch;1;Call center agent;39672;Yes;No;2;19;Contributor B;6;7;15;5;2;8;7;0;0; ;1190;4;4;3;4;95;35;0;0;1;3;2;1;5;1;1;1;3;3
EMPLID5731689;40;Permanent;53;Male;Married;MsC;Business Administration;Travel_Rarely;24;Head office;3;IT developer;84060;Yes;No;2;15;Contributor A;7;3;18;2;3;11;10;1;2; ;10087;2;3;4;1;25;12;0;0;1;1;4;1;5;1;2;1;2;1
EMPLID5731691;40;Permanent;48;Female;Married;Associate's degree;Business Administration;Travel_Frequently;7;Head office;1;Office Support function;31860;Yes;Yes;2;11;Rising Star;2;2;19;3;3;9;2;7;7; ;0;4;3;3;1;16;74;1;1;1;4;6;3;5;1;1;1;2;3
EMPLID5731692;40;Permanent;32;Male;Single;MsC;Finance & Economics;Travel_Rarely;2;Local Branch;1;Call center agent;16716;Yes;No;2;12;Contributor A;9;1;15;2;3;15;14;0;0; ;0;4;1;3;3;71;94;1;0;1;1;2;1;1;3;2;1;3;1
EMPLID5731693;40;Permanent;26;Male;Single;BsC;Business Administration;Non-Travel;7;Local Branch;1;Call center agent;30840;Yes;No;4;20;Contributor A;4;1;10;5;3;10;9;5;7; ;308;4;3;3;4;90;38;0;0;1;1;2;2;5;3;2;1;3;2
EMPLID5731694;40;Permanent;55;Male;Divorced;BsC;IT & Operations;Travel_Rarely;22;Local Branch;1;Financial Advisor;42444;Yes;No;2;12;Contributor B;4;5;15;1;3;11;10;1;2; ;424;1;4;2;3;75;34;0;0;1;3;5;1;4;2;2;1;3;2
EMPLID5731696;40;Permanent;34;Male;Married;Associate's degree;Business Administration;Travel_Rarely;5;Local Branch;2;Call center agent;47832;Yes;No;1;14;Contributor B;6;1;15;3;4;15;10;4;13; ;3827;2;3;2;3;66;3;0;0;1;3;2;1;5;1;2;1;3;3
EMPLID5731697;40;Permanent;60;Male;Divorced;MsC;IT & Operations;Travel_Rarely;1;Head office;3;IT developer;130596;Yes;No;4;20;Contributor B;7;3;27;2;4;9;8;0;0; ;15672;3;3;1;3;67;18;0;0;1;3;4;1;4;2;2;1;2;1
EMPLID5731698;40;Permanent;33;Male;Married;BsC;Business Administration;Travel_Rarely;21;Local Branch;1;Call center agent;24336;Yes;No;1;18;Key Talent;4;1;14;6;3;14;3;2;13; ;0;2;4;4;3;63;26;0;0;1;2;2;1;5;1;2;1;3;2
EMPLID5731700;40;Permanent;37;Male;Divorced;MsC;Business Administration;Travel_Frequently;1;Local Branch;2;Branch Representative;114300;Yes;No;2;14;Rising Star;5;1;13;2;2;13;12;1;3; ;8001;3;3;1;4;75;16;0;0;1;4;1;3;5;2;2;1;3;1
EMPLID5731701;40;Permanent;34;Female;Married;BsC;Finance & Economics;Travel_Rarely;19;Local Branch;1;Financial Advisor;35148;Yes;No;2;12;Contributor A;7;1;12;3;3;12;11;8;7; ;351;2;2;2;3;63;0;0;0;1;1;5;1;1;1;1;1;3;2
EMPLID5731702;40;Permanent;23;Male;Divorced;BsC;Finance & Economics;Travel_Rarely;7;Head office;1;Office Support function;27300;Yes;Yes;4;21;Contributor B;5;1;18;2;3;18;17;0;2; ;1092;3;2;3;1;8;96;1;1;1;3;6;1;1;2;2;1;2;2
EMPLID5731703;40;Permanent;44;Female;Married;BsC;IT & Operations;Travel_Rarely;2;Head office;3;IT developer;94548;Yes;Yes;1;19;Contributor B;6;1;14;2;3;13;12;6;7; ;9455;3;2;4;3;51;33;0;1;1;3;4;1;4;1;1;1;2;2
EMPLID5731704;40;Permanent;35;Male;Single;MsC;Business Administration;Travel_Frequently;2;Local Branch;1;Financial Advisor;59160;Yes;Yes;3;14;Contributor A;10;0;19;2;4;18;17;1;4; ;0;1;3;2;4;93;9;0;1;1;1;5;3;5;3;2;1;3;1
EMPLID5731706;40;Permanent;43;Male;Married;BsC;Business Administration;Travel_Rarely;2;Local Branch;2;Branch Representative;94164;Yes;Yes;1;17;Contributor B;8;1;17;3;3;17;16;8;8; ;7533;4;1;3;4;86;25;0;1;1;3;1;1;5;1;2;1;3;2
EMPLID5731707;40;Permanent;24;Male;Married;BsC;Business Administration;Travel_Rarely;9;Local Branch;1;Financial Advisor;52812;Yes;No;3;16;Contributor B;7;1;5;1;3;5;3;0;4; ;1584;3;4;4;2;47;21;0;0;1;3;5;1;5;1;2;1;3;2
EMPLID5731708;40;Permanent;41;Male;Single;BsC;Marketing & Sales;Travel_Rarely;6;Local Branch;3;Branch Representative;110892;Yes;No;3;12;Contributor A;7;1;10;3;3;10;1;8;7; ;13307;4;2;3;1;17;44;0;0;1;1;1;1;3;3;2;1;3;2
EMPLID5731709;40;Permanent;29;Female;Married;MsC;Business Administration;Travel_Rarely;9;Local Branch;1;Call center agent;35688;Yes;No;3;17;Contributor B;6;9;9;2;3;5;2;1;2; ;1071;4;3;3;4;90;14;0;0;1;3;2;1;5;1;1;1;3;1
EMPLID5731710;40;Permanent;36;Female;Single;MsC;Finance & Economics;Travel_Rarely;2;Head office;2;Office Support function;54024;Yes;No;3;15;Contributor A;4;3;17;2;2;13;4;6;7; ;4862;3;3;3;4;93;11;0;0;1;1;6;1;1;3;1;1;2;1
EMPLID5731712;40;Permanent;45;Male;Married;High school diploma;Finance & Economics;Non-Travel;1;Head office;3;IT developer;128976;Yes;No;4;23;Contributor B;8;3;25;3;2;23;14;14;4; ;14187;3;4;2;4;82;5;0;0;1;3;4;2;1;1;2;1;2;4
EMPLID5731714;40;Permanent;24;Male;Married;High school diploma;Human Resources;Travel_Rarely;22;Head office;1;Human Resources;18660;Yes;No;3;11;Contributor B;7;1;5;2;3;5;4;0;0; ;746;4;3;1;1;19;72;1;0;1;3;9;1;9;1;2;1;2;4
EMPLID5731716;40;Permanent;47;Male;Married;BsC;Finance & Economics;Travel_Frequently;9;Local Branch;4;Branch Representative;155232;Yes;No;1;11;Contributor A;5;7;25;3;1;23;17;14;10; ;23285;3;3;1;1;2;83;1;0;1;1;1;3;1;1;2;1;3;2
EMPLID5731718;40;Permanent;26;Male;Married;MsC;Business Administration;Travel_Rarely;17;Local Branch;1;Call center agent;27660;Yes;No;1;15;Key Talent;8;1;12;3;4;12;11;0;2; ;1106;4;3;1;3;72;6;0;0;1;2;2;1;5;1;2;1;3;1
EMPLID5731719;40;Permanent;45;Female;Single;Associate's degree;IT & Operations;Travel_Rarely;28;Management;4;Branch Manager;200448;Yes;No;3;11;Contributor A;7;1;21;2;3;21;11;8;6; ;30067;4;3;2;4;84;12;0;0;1;1;7;1;4;3;1;1;1;3
EMPLID5731720;40;Permanent;32;Male;Married;BsC;Finance & Economics;Travel_Frequently;10;Local Branch;1;Financial Advisor;41196;Yes;No;3;13;Contributor B;4;6;14;3;2;9;8;1;3; ;412;1;1;3;3;52;7;0;0;1;3;5;3;1;1;2;1;3;2
EMPLID5731721;40;Permanent;31;Male;Married;MsC;Finance & Economics;Travel_Rarely;2;Local Branch;1;Call center agent;41724;Yes;No;2;14;Contributor B;9;1;6;2;4;5;1;0;3; ;0;2;4;3;4;94;45;0;0;1;3;2;1;1;1;2;1;3;1
EMPLID5731722;40;Permanent;41;Male;Married;BsC;Human Resources;Non-Travel;4;Head office;2;Human Resources;77160;Yes;No;1;19;Contributor B;8;6;18;4;3;11;10;1;2; ;6944;3;2;1;3;58;37;0;0;1;3;9;2;9;1;2;1;2;2
EMPLID5731724;40;Permanent;40;Female;Married;Associate's degree;Finance & Economics;Travel_Rarely;8;Head office;2;Marketeer;78192;Yes;Yes;3;16;Contributor B;5;2;29;3;3;12;11;0;0; ;5473;2;2;3;4;87;40;0;1;1;3;3;1;1;1;1;1;2;3
EMPLID5731725;40;Permanent;24;Male;Divorced;High school diploma;Business Administration;Travel_Rarely;29;Local Branch;1;Call center agent;46884;Yes;No;1;13;Key Talent;5;1;6;2;4;6;6;1;2; ;1407;2;2;3;2;43;6;0;0;1;2;2;1;5;2;2;1;3;4
EMPLID5731727;40;Permanent;46;Male;Single;MsC;IT & Operations;Travel_Rarely;13;Head office;2;IT developer;66744;Yes;No;3;14;Contributor A;8;6;19;3;3;10;1;0;9; ;4005;3;4;3;3;70;9;0;0;1;1;4;1;4;3;2;1;2;1
